province,zone_de_sante,cas_suspects,cas_probables,cas_confirmes,deces_suspects,deces_probables,deces_confirmes,contacts
Ituri,Mongbwalu,,,18,,,,
Ituri,Rwampara,,,5,,,,
Ituri,Bunia,,,4,,,,
Ituri,,,,27,,,4,
