date,zone,province,sitrep_source,in_bed_previous_day,new_admissions_ppl,new_admissions_other,total_admissions,total_isolated,cumulative_admitted
08/06/2026,Ituri,,MVE_SitRep_025_2026-06-09,286,,,27,266,
08/06/2026,Nord-Kivu,,MVE_SitRep_025_2026-06-09,17,,,7,24,
08/06/2026,Sud-Kivu,,MVE_SitRep_025_2026-06-09,7,,,0,7,
08/06/2026,Ensemble,,MVE_SitRep_025_2026-06-09,310,,,34,297,
