province,zone_de_sante,cas_suspects,cas_probables,cas_confirmes,deces_suspects,deces_probables,deces_confirmes,contacts
Ituri,Mongbwalu,,,11,,,,
Ituri,Bunia,,,6,,,,
Ituri,Rwampara,,,3,,,,
Ituri,Mambasa,,,2,,,,
Ituri,Komanda,,,1,,,,
Ituri,,,,23,,,,
Nord-Kivu,,,,0,,,,
Sud-Kivu,,,,0,,,,
,,,,23,,,,
