count_start_date,count_end_date,count_type,cases_suspect,cases_probable,cases_confirmed,deaths_suspected,deaths_probable,deaths_confirmed,contacts,zone,province,sitrep_source,is_aggregate
,31/05/2026,Nouveaux,,,5,,,,,Rwampara,Ituri,MVE_SitRep_017_2026-06-01,FALSE
,31/05/2026,Nouveaux,,,4,,,,,Bunia,Ituri,MVE_SitRep_017_2026-06-01,FALSE
,31/05/2026,Nouveaux,,,1,,,,,Nyankunde,Ituri,MVE_SitRep_017_2026-06-01,FALSE
,31/05/2026,Nouveaux,,,1,,,,,Logo,Ituri,MVE_SitRep_017_2026-06-01,FALSE
,31/05/2026,Nouveaux,,,1,,,,,Nizi,Ituri,MVE_SitRep_017_2026-06-01,FALSE
,31/05/2026,Nouveaux,,,12,,,,,Total,,MVE_SitRep_017_2026-06-01,TRUE
,31/05/2026,Cumules,,,299,,,46,,,Ituri,MVE_SitRep_017_2026-06-01,TRUE
,31/05/2026,Cumules,,,19,,,1,,,Nord-Kivu,MVE_SitRep_017_2026-06-01,TRUE
,31/05/2026,Cumules,,,3,,,1,,,Sud-Kivu,MVE_SitRep_017_2026-06-01,TRUE
,31/05/2026,Cumules,,,321,,,48,,,Total,MVE_SitRep_017_2026-06-01,TRUE
