province,zone_de_sante,cas_suspects,cas_probables,cas_confirmes,deces_suspects,deces_probables,deces_confirmes,contacts
Ituri,Rwampara,,,7,,,,
Ituri,Bunia,,,5,,,,
Ituri,Nyankunde,,,3,,,,
Ituri,Rimba,,,3,,,,
Ituri,Damas,,,1,,,,
,Total,,,19,,,2,
