date,zone,province,sitrep_source,in_bed_previous_day,new_admissions_ppl,new_admissions_other,total_admissions,total_isolated,cumulative_admitted
07/06/2026,Ituri,,MVE_SitRep_024_2026-06-08,260,,,55,284,
07/06/2026,Nord-Kivu,,MVE_SitRep_024_2026-06-08,16,,,6,18,
07/06/2026,Sud-Kivu,,MVE_SitRep_024_2026-06-08,7,,,0,7,
07/06/2026,Ensemble,,MVE_SitRep_024_2026-06-08,283,,,61,309,
