data_date,province,sitrep_source,contacts_listed,contacts_followed,pct_followed
05/06/2026,Ituri,MVE_SitRep_022_2026-06-06,4281,2701,63.1
05/06/2026,Nord-Kivu,MVE_SitRep_022_2026-06-06,689,578,83.9
05/06/2026,Sud-Kivu,MVE_SitRep_022_2026-06-06,187,184,98.4
