count_start_date,count_end_date,count_type,cases_suspect,cases_probable,cases_confirmed,deaths_suspected,deaths_probable,deaths_confirmed,contacts,zone,province,sitrep_source,is_aggregate
20/05/2026,20/05/2026,Nouveaux,,,18,,,,,,Ituri,MVE_SitRep_004_2026-05-20,TRUE
20/05/2026,20/05/2026,Nouveaux,,,2,,,,,,Nord-Kivu,MVE_SitRep_004_2026-05-20,TRUE
,18/05/2026,Cumules,302.0,,1,74.0,,,161.0,Mongbwalu,Ituri,MVE_SitRep_004_2026-05-20,FALSE
,18/05/2026,Cumules,136.0,,19,38.0,,,120.0,Rwampara,Ituri,MVE_SitRep_004_2026-05-20,FALSE
,18/05/2026,Cumules,61.0,,6,18.0,,,127.0,Bunia,Ituri,MVE_SitRep_004_2026-05-20,FALSE
,18/05/2026,Cumules,14.0,,4,1.0,,,133.0,Nyankunde,Ituri,MVE_SitRep_004_2026-05-20,FALSE
,18/05/2026,Cumules,1.0,,1,0.0,,,,Goma,Nord-Kivu,MVE_SitRep_004_2026-05-20,FALSE
,18/05/2026,Cumules,1.0,,1,0.0,,,,Katwa,Nord-Kivu,MVE_SitRep_004_2026-05-20,FALSE
,18/05/2026,Cumules,1.0,,1,0.0,,,,Butembo,Nord-Kivu,MVE_SitRep_004_2026-05-20,FALSE
,18/05/2026,Cumules,516.0,,33,131.0,,,541.0,Total,,MVE_SitRep_004_2026-05-20,TRUE
